"table","section","group_label","characteristic","gender","metric","value"
"Table 4a","Estimate ('000)","Index of relative socio-economic disadvantage (SEIFA)","Highest quintile (least disadvantaged)","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did not go outdoors",8.4
"Table 4a","Estimate ('000)","Index of relative socio-economic disadvantage (SEIFA)","Highest quintile (least disadvantaged)","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total",5.7
"Table 4a","Estimate ('000)","Index of relative socio-economic disadvantage (SEIFA)","Highest quintile (least disadvantaged)","All","Days last week outdoors for longer than 15 minutes during peak UV time | Mean number of days outdoors",2.2
"Table 4a","Estimate ('000)","Index of relative socio-economic disadvantage (SEIFA)","Highest quintile (least disadvantaged)","All","Days last week outdoors for longer than 15 minutes during peak UV time | Median number of days outdoors",12.8
"Table 4a","Estimate ('000)","Index of relative socio-economic disadvantage (SEIFA)","Persons aged 15 years and over","All","Days last week outdoors for longer than 15 minutes during peak UV time | Monday",2.4
"Table 4a","Estimate ('000)","Index of relative socio-economic disadvantage (SEIFA)","Persons aged 15 years and over","All","Days last week outdoors for longer than 15 minutes during peak UV time | Tuesday",1.9
"Table 4a","Estimate ('000)","Index of relative socio-economic disadvantage (SEIFA)","Persons aged 15 years and over","All","Days last week outdoors for longer than 15 minutes during peak UV time | Wednesday",2.4
"Table 4a","Estimate ('000)","Index of relative socio-economic disadvantage (SEIFA)","Persons aged 15 years and over","All","Days last week outdoors for longer than 15 minutes during peak UV time | Thursday",2.5
"Table 4a","Estimate ('000)","Index of relative socio-economic disadvantage (SEIFA)","Persons aged 15 years and over","All","Days last week outdoors for longer than 15 minutes during peak UV time | Friday",2.3
"Table 4a","Estimate ('000)","Index of relative socio-economic disadvantage (SEIFA)","Persons aged 15 years and over","All","Days last week outdoors for longer than 15 minutes during peak UV time | Saturday",2.3
"Table 4a","Estimate ('000)","Index of relative socio-economic disadvantage (SEIFA)","Persons aged 15 years and over","All","Days last week outdoors for longer than 15 minutes during peak UV time | Sunday",2.4
"Table 4a","Estimate ('000)","Index of relative socio-economic disadvantage (SEIFA)","Persons aged 15 years and over","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did go outdoors",1.3
"Table 4a","Estimate ('000)","Index of relative socio-economic disadvantage (SEIFA)","Persons aged 15 years and over","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did not go outdoors",2.1
"Table 4a","Estimate ('000)","Index of relative socio-economic disadvantage (SEIFA)","Persons aged 15 years and over","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total",0
"Table 4a","Estimate ('000)","Index of relative socio-economic disadvantage (SEIFA)","Persons aged 15 years and over","All","Days last week outdoors for longer than 15 minutes during peak UV time | Mean number of days outdoors",1.2
"Table 4a","Estimate ('000)","Index of relative socio-economic disadvantage (SEIFA)","Persons aged 15 years and over","All","Days last week outdoors for longer than 15 minutes during peak UV time | Median number of days outdoors",0
"Table 4b","Proportion of persons (%)","Skin sensitivity to sun exposure for 30 minutes","Just burn and not tan","All","Days last week outdoors for longer than 15 minutes during peak UV time | Monday",24.4
"Table 4b","Proportion of persons (%)","Skin sensitivity to sun exposure for 30 minutes","Just burn and not tan","All","Days last week outdoors for longer than 15 minutes during peak UV time | Tuesday",26.4
"Table 4b","Proportion of persons (%)","Skin sensitivity to sun exposure for 30 minutes","Just burn and not tan","All","Days last week outdoors for longer than 15 minutes during peak UV time | Wednesday",26.8
"Table 4b","Proportion of persons (%)","Skin sensitivity to sun exposure for 30 minutes","Just burn and not tan","All","Days last week outdoors for longer than 15 minutes during peak UV time | Thursday",27
"Table 4b","Proportion of persons (%)","Skin sensitivity to sun exposure for 30 minutes","Just burn and not tan","All","Days last week outdoors for longer than 15 minutes during peak UV time | Friday",27.3
"Table 4b","Proportion of persons (%)","Skin sensitivity to sun exposure for 30 minutes","Just burn and not tan","All","Days last week outdoors for longer than 15 minutes during peak UV time | Saturday",33.7
"Table 4b","Proportion of persons (%)","Skin sensitivity to sun exposure for 30 minutes","Just burn and not tan","All","Days last week outdoors for longer than 15 minutes during peak UV time | Sunday",32.5
"Table 4b","Proportion of persons (%)","Skin sensitivity to sun exposure for 30 minutes","Just burn and not tan","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did go outdoors",57.5
"Table 4b","Proportion of persons (%)","Skin sensitivity to sun exposure for 30 minutes","Just burn and not tan","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did not go outdoors",41.9
"Table 4b","Proportion of persons (%)","Skin sensitivity to sun exposure for 30 minutes","Just burn and not tan","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total",100
"Table 4b","Proportion of persons (%)","Skin sensitivity to sun exposure for 30 minutes","Burn first then tan afterwards","All","Days last week outdoors for longer than 15 minutes during peak UV time | Monday",28.6
"Table 4b","Proportion of persons (%)","Skin sensitivity to sun exposure for 30 minutes","Burn first then tan afterwards","All","Days last week outdoors for longer than 15 minutes during peak UV time | Tuesday",29.1
"Table 4b","Proportion of persons (%)","Skin sensitivity to sun exposure for 30 minutes","Burn first then tan afterwards","All","Days last week outdoors for longer than 15 minutes during peak UV time | Wednesday",30.5
"Table 4b","Proportion of persons (%)","Skin sensitivity to sun exposure for 30 minutes","Burn first then tan afterwards","All","Days last week outdoors for longer than 15 minutes during peak UV time | Thursday",31.1
"Table 4b","Proportion of persons (%)","Skin sensitivity to sun exposure for 30 minutes","Burn first then tan afterwards","All","Days last week outdoors for longer than 15 minutes during peak UV time | Friday",30.8
"Table 4b","Proportion of persons (%)","Skin sensitivity to sun exposure for 30 minutes","Burn first then tan afterwards","All","Days last week outdoors for longer than 15 minutes during peak UV time | Saturday",39.4
"Table 4b","Proportion of persons (%)","Skin sensitivity to sun exposure for 30 minutes","Burn first then tan afterwards","All","Days last week outdoors for longer than 15 minutes during peak UV time | Sunday",36.6
"Table 4b","Proportion of persons (%)","Skin sensitivity to sun exposure for 30 minutes","Burn first then tan afterwards","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did go outdoors",64.5
"Table 4b","Proportion of persons (%)","Skin sensitivity to sun exposure for 30 minutes","Burn first then tan afterwards","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did not go outdoors",34.7
"Table 4b","Proportion of persons (%)","Skin sensitivity to sun exposure for 30 minutes","Burn first then tan afterwards","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total",100
"Table 4b","Proportion of persons (%)","Skin sensitivity to sun exposure for 30 minutes","Not burn at all, just tan","All","Days last week outdoors for longer than 15 minutes during peak UV time | Monday",33.5
"Table 4b","Proportion of persons (%)","Skin sensitivity to sun exposure for 30 minutes","Not burn at all, just tan","All","Days last week outdoors for longer than 15 minutes during peak UV time | Tuesday",36.1
"Table 4b","Proportion of persons (%)","Skin sensitivity to sun exposure for 30 minutes","Not burn at all, just tan","All","Days last week outdoors for longer than 15 minutes during peak UV time | Wednesday",36.9
"Table 4b","Proportion of persons (%)","Skin sensitivity to sun exposure for 30 minutes","Not burn at all, just tan","All","Days last week outdoors for longer than 15 minutes during peak UV time | Thursday",35.7
"Table 4b","Proportion of persons (%)","Skin sensitivity to sun exposure for 30 minutes","Not burn at all, just tan","All","Days last week outdoors for longer than 15 minutes during peak UV time | Friday",35.6
"Table 4b","Proportion of persons (%)","Skin sensitivity to sun exposure for 30 minutes","Not burn at all, just tan","All","Days last week outdoors for longer than 15 minutes during peak UV time | Saturday",40.3
"Table 4b","Proportion of persons (%)","Skin sensitivity to sun exposure for 30 minutes","Not burn at all, just tan","All","Days last week outdoors for longer than 15 minutes during peak UV time | Sunday",35.9
"Table 4b","Proportion of persons (%)","Skin sensitivity to sun exposure for 30 minutes","Not burn at all, just tan","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did go outdoors",65
"Table 4b","Proportion of persons (%)","Skin sensitivity to sun exposure for 30 minutes","Not burn at all, just tan","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did not go outdoors",34.5
"Table 4b","Proportion of persons (%)","Skin sensitivity to sun exposure for 30 minutes","Not burn at all, just tan","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total",100
"Table 4b","Proportion of persons (%)","Skin sensitivity to sun exposure for 30 minutes","Nothing would happen","All","Days last week outdoors for longer than 15 minutes during peak UV time | Monday",24.3
"Table 4b","Proportion of persons (%)","Skin sensitivity to sun exposure for 30 minutes","Nothing would happen","All","Days last week outdoors for longer than 15 minutes during peak UV time | Tuesday",26.2
"Table 4b","Proportion of persons (%)","Skin sensitivity to sun exposure for 30 minutes","Nothing would happen","All","Days last week outdoors for longer than 15 minutes during peak UV time | Wednesday",28.8
"Table 4b","Proportion of persons (%)","Skin sensitivity to sun exposure for 30 minutes","Nothing would happen","All","Days last week outdoors for longer than 15 minutes during peak UV time | Thursday",26.3
"Table 4b","Proportion of persons (%)","Skin sensitivity to sun exposure for 30 minutes","Nothing would happen","All","Days last week outdoors for longer than 15 minutes during peak UV time | Friday",26.8
"Table 4b","Proportion of persons (%)","Skin sensitivity to sun exposure for 30 minutes","Nothing would happen","All","Days last week outdoors for longer than 15 minutes during peak UV time | Saturday",28.6
"Table 4b","Proportion of persons (%)","Skin sensitivity to sun exposure for 30 minutes","Nothing would happen","All","Days last week outdoors for longer than 15 minutes during peak UV time | Sunday",27.2
"Table 4b","Proportion of persons (%)","Skin sensitivity to sun exposure for 30 minutes","Nothing would happen","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did go outdoors",47.4
"Table 4b","Proportion of persons (%)","Skin sensitivity to sun exposure for 30 minutes","Nothing would happen","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did not go outdoors",51.3
"Table 4b","Proportion of persons (%)","Skin sensitivity to sun exposure for 30 minutes","Nothing would happen","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total",100
"Table 4b","Proportion of persons (%)","Males","15–24 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Monday",39.9
"Table 4b","Proportion of persons (%)","Males","15–24 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Tuesday",39.8
"Table 4b","Proportion of persons (%)","Males","15–24 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Wednesday",43.1
"Table 4b","Proportion of persons (%)","Males","15–24 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Thursday",44.7
"Table 4b","Proportion of persons (%)","Males","15–24 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Friday",41.9
"Table 4b","Proportion of persons (%)","Males","15–24 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Saturday",37.5
"Table 4b","Proportion of persons (%)","Males","15–24 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Sunday",33.6
"Table 4b","Proportion of persons (%)","Males","15–24 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did go outdoors",70.3
"Table 4b","Proportion of persons (%)","Males","15–24 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did not go outdoors",28.4
"Table 4b","Proportion of persons (%)","Males","15–24 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total",100
"Table 4b","Proportion of persons (%)","Males","25–34 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Monday",30
"Table 4b","Proportion of persons (%)","Males","25–34 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Tuesday",32
"Table 4b","Proportion of persons (%)","Males","25–34 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Wednesday",34.8
"Table 4b","Proportion of persons (%)","Males","25–34 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Thursday",32.2
"Table 4b","Proportion of persons (%)","Males","25–34 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Friday",35.5
"Table 4b","Proportion of persons (%)","Males","25–34 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Saturday",38
"Table 4b","Proportion of persons (%)","Males","25–34 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Sunday",36.7
"Table 4b","Proportion of persons (%)","Males","25–34 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did go outdoors",63.4
"Table 4b","Proportion of persons (%)","Males","25–34 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did not go outdoors",37.3
"Table 4b","Proportion of persons (%)","Males","25–34 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total",100
"Table 4b","Proportion of persons (%)","Males","35–44 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Monday",34.5
"Table 4b","Proportion of persons (%)","Males","35–44 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Tuesday",35.2
"Table 4b","Proportion of persons (%)","Males","35–44 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Wednesday",36.2
"Table 4b","Proportion of persons (%)","Males","35–44 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Thursday",34.8
"Table 4b","Proportion of persons (%)","Males","35–44 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Friday",34.7
"Table 4b","Proportion of persons (%)","Males","35–44 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Saturday",43.1
"Table 4b","Proportion of persons (%)","Males","35–44 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Sunday",41.7
"Table 4b","Proportion of persons (%)","Males","35–44 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did go outdoors",67.2
"Table 4b","Proportion of persons (%)","Males","35–44 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did not go outdoors",31.6
"Table 4b","Proportion of persons (%)","Males","35–44 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total",100
"Table 4b","Proportion of persons (%)","Males","45–54 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Monday",31.1
"Table 4b","Proportion of persons (%)","Males","45–54 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Tuesday",31.5
"Table 4b","Proportion of persons (%)","Males","45–54 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Wednesday",33
"Table 4b","Proportion of persons (%)","Males","45–54 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Thursday",30.4
"Table 4b","Proportion of persons (%)","Males","45–54 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Friday",31.2
"Table 4b","Proportion of persons (%)","Males","45–54 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Saturday",42.9
"Table 4b","Proportion of persons (%)","Males","45–54 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Sunday",40.7
"Table 4b","Proportion of persons (%)","Males","45–54 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did go outdoors",64.3
"Table 4b","Proportion of persons (%)","Males","45–54 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did not go outdoors",35.2
"Table 4b","Proportion of persons (%)","Males","45–54 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total",100
"Table 4b","Proportion of persons (%)","Males","55–64 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Monday",30.8
"Table 4b","Proportion of persons (%)","Males","55–64 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Tuesday",34.3
"Table 4b","Proportion of persons (%)","Males","55–64 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Wednesday",34.2
"Table 4b","Proportion of persons (%)","Males","55–64 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Thursday",36.2
"Table 4b","Proportion of persons (%)","Males","55–64 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Friday",36.5
"Table 4b","Proportion of persons (%)","Males","55–64 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Saturday",42.4
"Table 4b","Proportion of persons (%)","Males","55–64 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Sunday",37.7
"Table 4b","Proportion of persons (%)","Males","55–64 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did go outdoors",67.1
"Table 4b","Proportion of persons (%)","Males","55–64 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did not go outdoors",31.8
"Table 4b","Proportion of persons (%)","Males","55–64 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total",100
"Table 4b","Proportion of persons (%)","Males","65 years and over","All","Days last week outdoors for longer than 15 minutes during peak UV time | Monday",32.8
"Table 4b","Proportion of persons (%)","Males","65 years and over","All","Days last week outdoors for longer than 15 minutes during peak UV time | Tuesday",35.9
"Table 4b","Proportion of persons (%)","Males","65 years and over","All","Days last week outdoors for longer than 15 minutes during peak UV time | Wednesday",36.2
"Table 4b","Proportion of persons (%)","Males","65 years and over","All","Days last week outdoors for longer than 15 minutes during peak UV time | Thursday",36
"Table 4b","Proportion of persons (%)","Males","65 years and over","All","Days last week outdoors for longer than 15 minutes during peak UV time | Friday",35.4
"Table 4b","Proportion of persons (%)","Males","65 years and over","All","Days last week outdoors for longer than 15 minutes during peak UV time | Saturday",36.7
"Table 4b","Proportion of persons (%)","Males","65 years and over","All","Days last week outdoors for longer than 15 minutes during peak UV time | Sunday",33
"Table 4b","Proportion of persons (%)","Males","65 years and over","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did go outdoors",60
"Table 4b","Proportion of persons (%)","Males","65 years and over","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did not go outdoors",38.8
"Table 4b","Proportion of persons (%)","Males","65 years and over","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total",100
"Table 4b","Proportion of persons (%)","Males","Total Males","All","Days last week outdoors for longer than 15 minutes during peak UV time | Monday",33.1
"Table 4b","Proportion of persons (%)","Males","Total Males","All","Days last week outdoors for longer than 15 minutes during peak UV time | Tuesday",34.7
"Table 4b","Proportion of persons (%)","Males","Total Males","All","Days last week outdoors for longer than 15 minutes during peak UV time | Wednesday",36.2
"Table 4b","Proportion of persons (%)","Males","Total Males","All","Days last week outdoors for longer than 15 minutes during peak UV time | Thursday",35.6
"Table 4b","Proportion of persons (%)","Males","Total Males","All","Days last week outdoors for longer than 15 minutes during peak UV time | Friday",35.9
"Table 4b","Proportion of persons (%)","Males","Total Males","All","Days last week outdoors for longer than 15 minutes during peak UV time | Saturday",40
"Table 4b","Proportion of persons (%)","Males","Total Males","All","Days last week outdoors for longer than 15 minutes during peak UV time | Sunday",37.2
"Table 4b","Proportion of persons (%)","Males","Total Males","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did go outdoors",64.8
"Table 4b","Proportion of persons (%)","Males","Total Males","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did not go outdoors",34.3
"Table 4b","Proportion of persons (%)","Males","Total Males","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total",100
"Table 4b","Proportion of persons (%)","Females","15–24 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Monday",28.7
"Table 4b","Proportion of persons (%)","Females","15–24 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Tuesday",32.6
"Table 4b","Proportion of persons (%)","Females","15–24 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Wednesday",31.8
"Table 4b","Proportion of persons (%)","Females","15–24 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Thursday",31.5
"Table 4b","Proportion of persons (%)","Females","15–24 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Friday",29.5
"Table 4b","Proportion of persons (%)","Females","15–24 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Saturday",36.2
"Table 4b","Proportion of persons (%)","Females","15–24 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Sunday",32.6
"Table 4b","Proportion of persons (%)","Females","15–24 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did go outdoors",60.7
"Table 4b","Proportion of persons (%)","Females","15–24 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did not go outdoors",38.1
"Table 4b","Proportion of persons (%)","Females","15–24 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total",100
"Table 4b","Proportion of persons (%)","Females","25–34 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Monday",26
"Table 4b","Proportion of persons (%)","Females","25–34 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Tuesday",27.7
"Table 4b","Proportion of persons (%)","Females","25–34 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Wednesday",29.7
"Table 4b","Proportion of persons (%)","Females","25–34 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Thursday",28.4
"Table 4b","Proportion of persons (%)","Females","25–34 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Friday",27.4
"Table 4b","Proportion of persons (%)","Females","25–34 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Saturday",37.1
"Table 4b","Proportion of persons (%)","Females","25–34 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Sunday",33.9
"Table 4b","Proportion of persons (%)","Females","25–34 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did go outdoors",61
"Table 4b","Proportion of persons (%)","Females","25–34 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did not go outdoors",38.4
"Table 4b","Proportion of persons (%)","Females","25–34 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total",100
"Table 4b","Proportion of persons (%)","Females","35–44 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Monday",26.5
"Table 4b","Proportion of persons (%)","Females","35–44 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Tuesday",26.4
"Table 4b","Proportion of persons (%)","Females","35–44 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Wednesday",25.8
"Table 4b","Proportion of persons (%)","Females","35–44 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Thursday",29
"Table 4b","Proportion of persons (%)","Females","35–44 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Friday",28.5
"Table 4b","Proportion of persons (%)","Females","35–44 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Saturday",40.7
"Table 4b","Proportion of persons (%)","Females","35–44 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Sunday",39.4
"Table 4b","Proportion of persons (%)","Females","35–44 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did go outdoors",64
"Table 4b","Proportion of persons (%)","Females","35–44 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did not go outdoors",35.4
"Table 4b","Proportion of persons (%)","Females","35–44 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total",100
"Table 4b","Proportion of persons (%)","Females","45–54 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Monday",21.5
"Table 4b","Proportion of persons (%)","Females","45–54 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Tuesday",24.2
"Table 4b","Proportion of persons (%)","Females","45–54 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Wednesday",24
"Table 4b","Proportion of persons (%)","Females","45–54 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Thursday",24.3
"Table 4b","Proportion of persons (%)","Females","45–54 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Friday",23.4
"Table 4b","Proportion of persons (%)","Females","45–54 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Saturday",39.3
"Table 4b","Proportion of persons (%)","Females","45–54 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Sunday",35.8
"Table 4b","Proportion of persons (%)","Females","45–54 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did go outdoors",59.4
"Table 4b","Proportion of persons (%)","Females","45–54 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did not go outdoors",39.9
"Table 4b","Proportion of persons (%)","Females","45–54 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total",100
"Table 4b","Proportion of persons (%)","Females","55–64 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Monday",20.8
"Table 4b","Proportion of persons (%)","Females","55–64 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Tuesday",20.4
"Table 4b","Proportion of persons (%)","Females","55–64 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Wednesday",23.8
"Table 4b","Proportion of persons (%)","Females","55–64 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Thursday",21.9
"Table 4b","Proportion of persons (%)","Females","55–64 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Friday",23.8
"Table 4b","Proportion of persons (%)","Females","55–64 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Saturday",30.6
"Table 4b","Proportion of persons (%)","Females","55–64 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Sunday",27.4
"Table 4b","Proportion of persons (%)","Females","55–64 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did go outdoors",53.4
"Table 4b","Proportion of persons (%)","Females","55–64 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did not go outdoors",45.6
"Table 4b","Proportion of persons (%)","Females","55–64 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total",100
"Table 4b","Proportion of persons (%)","Females","65 years and over","All","Days last week outdoors for longer than 15 minutes during peak UV time | Monday",20.6
"Table 4b","Proportion of persons (%)","Females","65 years and over","All","Days last week outdoors for longer than 15 minutes during peak UV time | Tuesday",22.7
"Table 4b","Proportion of persons (%)","Females","65 years and over","All","Days last week outdoors for longer than 15 minutes during peak UV time | Wednesday",22.8
"Table 4b","Proportion of persons (%)","Females","65 years and over","All","Days last week outdoors for longer than 15 minutes during peak UV time | Thursday",22.6
"Table 4b","Proportion of persons (%)","Females","65 years and over","All","Days last week outdoors for longer than 15 minutes during peak UV time | Friday",22.6
"Table 4b","Proportion of persons (%)","Females","65 years and over","All","Days last week outdoors for longer than 15 minutes during peak UV time | Saturday",23.1
"Table 4b","Proportion of persons (%)","Females","65 years and over","All","Days last week outdoors for longer than 15 minutes during peak UV time | Sunday",21.1
"Table 4b","Proportion of persons (%)","Females","65 years and over","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did go outdoors",43.5
"Table 4b","Proportion of persons (%)","Females","65 years and over","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did not go outdoors",55.8
"Table 4b","Proportion of persons (%)","Females","65 years and over","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total",100
"Table 4b","Proportion of persons (%)","Females","Total Females","All","Days last week outdoors for longer than 15 minutes during peak UV time | Monday",24.1
"Table 4b","Proportion of persons (%)","Females","Total Females","All","Days last week outdoors for longer than 15 minutes during peak UV time | Tuesday",25.7
"Table 4b","Proportion of persons (%)","Females","Total Females","All","Days last week outdoors for longer than 15 minutes during peak UV time | Wednesday",26.4
"Table 4b","Proportion of persons (%)","Females","Total Females","All","Days last week outdoors for longer than 15 minutes during peak UV time | Thursday",26.2
"Table 4b","Proportion of persons (%)","Females","Total Females","All","Days last week outdoors for longer than 15 minutes during peak UV time | Friday",25.9
"Table 4b","Proportion of persons (%)","Females","Total Females","All","Days last week outdoors for longer than 15 minutes during peak UV time | Saturday",33.8
"Table 4b","Proportion of persons (%)","Females","Total Females","All","Days last week outdoors for longer than 15 minutes during peak UV time | Sunday",31.1
"Table 4b","Proportion of persons (%)","Females","Total Females","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did go outdoors",56.6
"Table 4b","Proportion of persons (%)","Females","Total Females","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total persons who did not go outdoors",42.7
"Table 4b","Proportion of persons (%)","Females","Total Females","All","Days last week outdoors for longer than 15 minutes during peak UV time | Total",100
"Table 4b","Proportion of persons (%)","Persons","15–24 years","All","Days last week outdoors for longer than 15 minutes during peak UV time | Monday",35.2
