"table","section","group_label","characteristic","gender","metric","value"
"Table 3a","Estimate ('000)","Age group","45–54 years","Males","Did not attempt to get a suntan",1
"Table 3a","Estimate ('000)","Age group","45–54 years","Males","Total",0.4
"Table 3a","Estimate ('000)","Age group","45–54 years","Females","Attempted to get a suntan",17.2
"Table 3a","Estimate ('000)","Age group","45–54 years","Females","Did not attempt to get a suntan",1.9
"Table 3a","Estimate ('000)","Age group","45–54 years","Females","Total",0.3
"Table 3a","Estimate ('000)","Age group","45–54 years","Persons","Attempted to get a suntan",13.5
"Table 3a","Estimate ('000)","Age group","45–54 years","Persons","Did not attempt to get a suntan",1
"Table 3a","Estimate ('000)","Age group","45–54 years","Persons","Total",0.2
"Table 3a","Estimate ('000)","Age group","55–64 years","Males","Attempted to get a suntan",22.9
"Table 3a","Estimate ('000)","Age group","55–64 years","Males","Did not attempt to get a suntan",1
"Table 3a","Estimate ('000)","Age group","55–64 years","Males","Total",0.3
"Table 3a","Estimate ('000)","Age group","55–64 years","Females","Attempted to get a suntan",15.8
"Table 3a","Estimate ('000)","Age group","55–64 years","Females","Did not attempt to get a suntan",1.4
"Table 3a","Estimate ('000)","Age group","55–64 years","Females","Total",0.3
"Table 3a","Estimate ('000)","Age group","55–64 years","Persons","Attempted to get a suntan",11.4
"Table 3a","Estimate ('000)","Age group","55–64 years","Persons","Did not attempt to get a suntan",0.8
"Table 3a","Estimate ('000)","Age group","55–64 years","Persons","Total",0.1
"Table 3a","Estimate ('000)","Age group","65 years and over","Males","Attempted to get a suntan",16.5
"Table 3a","Estimate ('000)","Age group","65 years and over","Males","Did not attempt to get a suntan",1
"Table 3a","Estimate ('000)","Age group","65 years and over","Males","Total",0.2
"Table 3a","Estimate ('000)","Age group","65 years and over","Females","Attempted to get a suntan",21.5
"Table 3a","Estimate ('000)","Age group","65 years and over","Females","Did not attempt to get a suntan",0.7
"Table 3a","Estimate ('000)","Age group","65 years and over","Females","Total",0.1
"Table 3a","Estimate ('000)","Age group","65 years and over","Persons","Attempted to get a suntan",12.9
"Table 3a","Estimate ('000)","Age group","65 years and over","Persons","Did not attempt to get a suntan",0.6
"Table 3a","Estimate ('000)","Age group","65 years and over","Persons","Total",0.1
"Table 3a","Estimate ('000)","State or territory of usual residence","New South Wales","Males","Attempted to get a suntan",11.7
"Table 3a","Estimate ('000)","State or territory of usual residence","New South Wales","Males","Did not attempt to get a suntan",1.2
"Table 3a","Estimate ('000)","State or territory of usual residence","New South Wales","Males","Total",0.2
"Table 3a","Estimate ('000)","State or territory of usual residence","New South Wales","Females","Attempted to get a suntan",9.4
"Table 3a","Estimate ('000)","State or territory of usual residence","New South Wales","Females","Did not attempt to get a suntan",1.4
"Table 3a","Estimate ('000)","State or territory of usual residence","New South Wales","Females","Total",0.2
"Table 3a","Estimate ('000)","State or territory of usual residence","New South Wales","Persons","Attempted to get a suntan",6.9
"Table 3a","Estimate ('000)","State or territory of usual residence","New South Wales","Persons","Did not attempt to get a suntan",0.9
"Table 3a","Estimate ('000)","State or territory of usual residence","New South Wales","Persons","Total",0.1
"Table 3a","Estimate ('000)","State or territory of usual residence","Victoria","Males","Attempted to get a suntan",20
"Table 3a","Estimate ('000)","State or territory of usual residence","Victoria","Males","Did not attempt to get a suntan",1.7
"Table 3a","Estimate ('000)","State or territory of usual residence","Victoria","Males","Total",0.3
"Table 3a","Estimate ('000)","State or territory of usual residence","Victoria","Females","Attempted to get a suntan",13.8
"Table 3a","Estimate ('000)","State or territory of usual residence","Victoria","Females","Did not attempt to get a suntan",1.8
"Table 3a","Estimate ('000)","State or territory of usual residence","Victoria","Females","Total",0.2
"Table 3a","Estimate ('000)","State or territory of usual residence","Victoria","Persons","Attempted to get a suntan",11.5
"Table 3a","Estimate ('000)","State or territory of usual residence","Victoria","Persons","Did not attempt to get a suntan",1.2
"Table 3a","Estimate ('000)","State or territory of usual residence","Victoria","Persons","Total",0.1
"Table 3a","Estimate ('000)","State or territory of usual residence","Queensland","Males","Attempted to get a suntan",24.2
"Table 3a","Estimate ('000)","State or territory of usual residence","Queensland","Males","Did not attempt to get a suntan",1.4
"Table 3a","Estimate ('000)","State or territory of usual residence","Queensland","Males","Total",0.3
"Table 3a","Estimate ('000)","State or territory of usual residence","Queensland","Females","Attempted to get a suntan",9.4
"Table 3a","Estimate ('000)","State or territory of usual residence","Queensland","Females","Did not attempt to get a suntan",1.1
"Table 3a","Estimate ('000)","State or territory of usual residence","Queensland","Females","Total",0.3
"Table 3a","Estimate ('000)","State or territory of usual residence","Queensland","Persons","Attempted to get a suntan",10.8
"Table 3a","Estimate ('000)","State or territory of usual residence","Queensland","Persons","Did not attempt to get a suntan",1
"Table 3a","Estimate ('000)","State or territory of usual residence","Queensland","Persons","Total",0.1
"Table 3a","Estimate ('000)","State or territory of usual residence","South Australia","Males","Attempted to get a suntan",31.4
"Table 3a","Estimate ('000)","State or territory of usual residence","South Australia","Males","Did not attempt to get a suntan",1.2
"Table 3a","Estimate ('000)","State or territory of usual residence","South Australia","Males","Total",0.4
"Table 3a","Estimate ('000)","State or territory of usual residence","South Australia","Females","Attempted to get a suntan",17.8
"Table 3a","Estimate ('000)","State or territory of usual residence","South Australia","Females","Did not attempt to get a suntan",2
"Table 3a","Estimate ('000)","State or territory of usual residence","South Australia","Females","Total",0.3
"Table 3a","Estimate ('000)","State or territory of usual residence","South Australia","Persons","Attempted to get a suntan",16
"Table 3a","Estimate ('000)","State or territory of usual residence","South Australia","Persons","Did not attempt to get a suntan",1.2
"Table 3a","Estimate ('000)","State or territory of usual residence","South Australia","Persons","Total",0.2
"Table 3a","Estimate ('000)","State or territory of usual residence","Western Australia","Males","Attempted to get a suntan",28.3
"Table 3a","Estimate ('000)","State or territory of usual residence","Western Australia","Males","Did not attempt to get a suntan",1.3
"Table 3a","Estimate ('000)","State or territory of usual residence","Western Australia","Males","Total",0.4
"Table 3a","Estimate ('000)","State or territory of usual residence","Western Australia","Females","Attempted to get a suntan",15.8
"Table 3a","Estimate ('000)","State or territory of usual residence","Western Australia","Females","Did not attempt to get a suntan",2.1
"Table 3a","Estimate ('000)","State or territory of usual residence","Western Australia","Females","Total",0.4
"Table 3a","Estimate ('000)","State or territory of usual residence","Western Australia","Persons","Attempted to get a suntan",12
"Table 3a","Estimate ('000)","State or territory of usual residence","Western Australia","Persons","Did not attempt to get a suntan",1.1
"Table 3a","Estimate ('000)","State or territory of usual residence","Western Australia","Persons","Total",0.2
"Table 3a","Estimate ('000)","State or territory of usual residence","Tasmania","Males","Attempted to get a suntan",22
"Table 3a","Estimate ('000)","State or territory of usual residence","Tasmania","Males","Did not attempt to get a suntan",1.8
"Table 3a","Estimate ('000)","State or territory of usual residence","Tasmania","Males","Total",0.5
"Table 3a","Estimate ('000)","State or territory of usual residence","Tasmania","Females","Attempted to get a suntan",15.5
"Table 3a","Estimate ('000)","State or territory of usual residence","Tasmania","Females","Did not attempt to get a suntan",2.3
"Table 3a","Estimate ('000)","State or territory of usual residence","Tasmania","Females","Total",0.5
"Table 3a","Estimate ('000)","State or territory of usual residence","Tasmania","Persons","Attempted to get a suntan",14
"Table 3a","Estimate ('000)","State or territory of usual residence","Tasmania","Persons","Did not attempt to get a suntan",1.6
"Table 3a","Estimate ('000)","State or territory of usual residence","Tasmania","Persons","Total",0.3
"Table 3a","Estimate ('000)","State or territory of usual residence","Northern Territory","Males","Did not attempt to get a suntan",2.1
"Table 3a","Estimate ('000)","State or territory of usual residence","Northern Territory","Males","Total",1.5
"Table 3a","Estimate ('000)","State or territory of usual residence","Northern Territory","Females","Did not attempt to get a suntan",2.5
"Table 3a","Estimate ('000)","State or territory of usual residence","Northern Territory","Females","Total",1.3
"Table 3a","Estimate ('000)","State or territory of usual residence","Northern Territory","Persons","Attempted to get a suntan",32.8
"Table 3a","Estimate ('000)","State or territory of usual residence","Northern Territory","Persons","Did not attempt to get a suntan",1.5
"Table 3a","Estimate ('000)","State or territory of usual residence","Northern Territory","Persons","Total",0.7
"Table 3a","Estimate ('000)","State or territory of usual residence","Australian Capital Territory","Males","Attempted to get a suntan",23.8
"Table 3a","Estimate ('000)","State or territory of usual residence","Australian Capital Territory","Males","Did not attempt to get a suntan",2.2
"Table 3a","Estimate ('000)","State or territory of usual residence","Australian Capital Territory","Males","Total",1.1
"Table 3a","Estimate ('000)","State or territory of usual residence","Australian Capital Territory","Females","Attempted to get a suntan",29.9
"Table 3a","Estimate ('000)","State or territory of usual residence","Australian Capital Territory","Females","Did not attempt to get a suntan",2.8
"Table 3a","Estimate ('000)","State or territory of usual residence","Australian Capital Territory","Females","Total",1.1
"Table 3a","Estimate ('000)","State or territory of usual residence","Australian Capital Territory","Persons","Attempted to get a suntan",15.5
"Table 3a","Estimate ('000)","State or territory of usual residence","Australian Capital Territory","Persons","Did not attempt to get a suntan",1.6
"Table 3a","Estimate ('000)","State or territory of usual residence","Australian Capital Territory","Persons","Total",0.5
"Table 3a","Estimate ('000)","Remoteness area","Major cities","Males","Attempted to get a suntan",8.7
"Table 3a","Estimate ('000)","Remoteness area","Major cities","Males","Did not attempt to get a suntan",1.7
"Table 3a","Estimate ('000)","Remoteness area","Major cities","Males","Total",1.7
"Table 3a","Estimate ('000)","Remoteness area","Major cities","Females","Attempted to get a suntan",6.4
"Table 3a","Estimate ('000)","Remoteness area","Major cities","Females","Did not attempt to get a suntan",2
"Table 3a","Estimate ('000)","Remoteness area","Major cities","Females","Total",1.7
"Table 3a","Estimate ('000)","Remoteness area","Major cities","Persons","Attempted to get a suntan",5.6
"Table 3a","Estimate ('000)","Remoteness area","Major cities","Persons","Did not attempt to get a suntan",1.7
"Table 3a","Estimate ('000)","Remoteness area","Major cities","Persons","Total",1.5
"Table 3a","Estimate ('000)","Remoteness area","Inner regional","Males","Attempted to get a suntan",21
"Table 3a","Estimate ('000)","Remoteness area","Inner regional","Males","Did not attempt to get a suntan",6.8
"Table 3a","Estimate ('000)","Remoteness area","Inner regional","Males","Total",6.9
"Table 3a","Estimate ('000)","Remoteness area","Inner regional","Females","Attempted to get a suntan",19.1
"Table 3a","Estimate ('000)","Remoteness area","Inner regional","Females","Did not attempt to get a suntan",7.4
"Table 3a","Estimate ('000)","Remoteness area","Inner regional","Females","Total",7.2
"Table 3a","Estimate ('000)","Remoteness area","Inner regional","Persons","Attempted to get a suntan",15.7
"Table 3a","Estimate ('000)","Remoteness area","Inner regional","Persons","Did not attempt to get a suntan",6.5
"Table 3a","Estimate ('000)","Remoteness area","Inner regional","Persons","Total",6.4
"Table 3a","Estimate ('000)","Remoteness area","Outer regional and remote","Males","Attempted to get a suntan",32.1
"Table 3a","Estimate ('000)","Remoteness area","Outer regional and remote","Males","Did not attempt to get a suntan",6.5
"Table 3a","Estimate ('000)","Remoteness area","Outer regional and remote","Males","Total",6.3
"Table 3a","Estimate ('000)","Remoteness area","Outer regional and remote","Females","Attempted to get a suntan",22.2
"Table 3a","Estimate ('000)","Remoteness area","Outer regional and remote","Females","Did not attempt to get a suntan",7.7
"Table 3a","Estimate ('000)","Remoteness area","Outer regional and remote","Females","Total",7.7
"Table 3a","Estimate ('000)","Remoteness area","Outer regional and remote","Persons","Attempted to get a suntan",19.8
"Table 3a","Estimate ('000)","Remoteness area","Outer regional and remote","Persons","Did not attempt to get a suntan",5.8
"Table 3a","Estimate ('000)","Remoteness area","Outer regional and remote","Persons","Total",5.7
"Table 3a","Estimate ('000)","Country of birth","Born in Australia","Males","Attempted to get a suntan",8
"Table 3a","Estimate ('000)","Country of birth","Born in Australia","Males","Did not attempt to get a suntan",1.7
"Table 3a","Estimate ('000)","Country of birth","Born in Australia","Males","Total",1.7
"Table 3a","Estimate ('000)","Country of birth","Born in Australia","Females","Attempted to get a suntan",6.3
"Table 3a","Estimate ('000)","Country of birth","Born in Australia","Females","Did not attempt to get a suntan",1.9
"Table 3a","Estimate ('000)","Country of birth","Born in Australia","Females","Total",1.6
"Table 3a","Estimate ('000)","Country of birth","Born in Australia","Persons","Attempted to get a suntan",5.2
"Table 3a","Estimate ('000)","Country of birth","Born in Australia","Persons","Did not attempt to get a suntan",1.5
"Table 3a","Estimate ('000)","Country of birth","Born in Australia","Persons","Total",1.3
"Table 3a","Estimate ('000)","Country of birth","Born overseas","Males","Attempted to get a suntan",16.6
"Table 3a","Estimate ('000)","Country of birth","Born overseas","Males","Did not attempt to get a suntan",3.3
"Table 3a","Estimate ('000)","Country of birth","Born overseas","Males","Total",3.6
"Table 3a","Estimate ('000)","Country of birth","Born overseas","Females","Attempted to get a suntan",14
"Table 3a","Estimate ('000)","Country of birth","Born overseas","Females","Did not attempt to get a suntan",3.4
"Table 3a","Estimate ('000)","Country of birth","Born overseas","Females","Total",3.2
"Table 3a","Estimate ('000)","Country of birth","Born overseas","Persons","Attempted to get a suntan",11.6
"Table 3a","Estimate ('000)","Country of birth","Born overseas","Persons","Did not attempt to get a suntan",2.6
"Table 3a","Estimate ('000)","Country of birth","Born overseas","Persons","Total",2.7
"Table 3a","Estimate ('000)","Labour force status and Occupation","Employed","Males","Attempted to get a suntan",8.1
"Table 3a","Estimate ('000)","Labour force status and Occupation","Employed","Males","Did not attempt to get a suntan",1.5
"Table 3a","Estimate ('000)","Labour force status and Occupation","Employed","Males","Total",1.4
"Table 3a","Estimate ('000)","Labour force status and Occupation","Employed","Females","Attempted to get a suntan",6.2
"Table 3a","Estimate ('000)","Labour force status and Occupation","Employed","Females","Did not attempt to get a suntan",1.2
"Table 3a","Estimate ('000)","Labour force status and Occupation","Employed","Females","Total",1
"Table 3a","Estimate ('000)","Labour force status and Occupation","Employed","Persons","Attempted to get a suntan",4.7
"Table 3a","Estimate ('000)","Labour force status and Occupation","Employed","Persons","Did not attempt to get a suntan",1.2
"Table 3a","Estimate ('000)","Labour force status and Occupation","Employed","Persons","Total",0.9
"Table 3a","Estimate ('000)","Labour force status and Occupation","Managers","Males","Attempted to get a suntan",20.2
"Table 3a","Estimate ('000)","Labour force status and Occupation","Managers","Males","Did not attempt to get a suntan",4.6
"Table 3a","Estimate ('000)","Labour force status and Occupation","Managers","Males","Total",4.5
"Table 3a","Estimate ('000)","Labour force status and Occupation","Managers","Females","Attempted to get a suntan",20.6
"Table 3a","Estimate ('000)","Labour force status and Occupation","Managers","Females","Did not attempt to get a suntan",5.8
"Table 3a","Estimate ('000)","Labour force status and Occupation","Managers","Females","Total",6.6
"Table 3a","Estimate ('000)","Labour force status and Occupation","Managers","Persons","Attempted to get a suntan",12.6
"Table 3a","Estimate ('000)","Labour force status and Occupation","Managers","Persons","Did not attempt to get a suntan",3.4
"Table 3a","Estimate ('000)","Labour force status and Occupation","Managers","Persons","Total",3.6
"Table 3a","Estimate ('000)","Labour force status and Occupation","Professionals","Males","Attempted to get a suntan",22.6
"Table 3a","Estimate ('000)","Labour force status and Occupation","Professionals","Males","Did not attempt to get a suntan",5.4
"Table 3a","Estimate ('000)","Labour force status and Occupation","Professionals","Males","Total",4.7
"Table 3a","Estimate ('000)","Labour force status and Occupation","Professionals","Females","Attempted to get a suntan",11.5
"Table 3a","Estimate ('000)","Labour force status and Occupation","Professionals","Females","Did not attempt to get a suntan",4.1
"Table 3a","Estimate ('000)","Labour force status and Occupation","Professionals","Females","Total",3.7
"Table 3a","Estimate ('000)","Labour force status and Occupation","Professionals","Persons","Attempted to get a suntan",9.8
"Table 3a","Estimate ('000)","Labour force status and Occupation","Professionals","Persons","Did not attempt to get a suntan",3.2
"Table 3a","Estimate ('000)","Labour force status and Occupation","Professionals","Persons","Total",2.6
"Table 3a","Estimate ('000)","Labour force status and Occupation","Technicians and Trade Workers","Males","Attempted to get a suntan",24.5
"Table 3a","Estimate ('000)","Labour force status and Occupation","Technicians and Trade Workers","Males","Did not attempt to get a suntan",4.7
"Table 3a","Estimate ('000)","Labour force status and Occupation","Technicians and Trade Workers","Males","Total",4.8
"Table 3a","Estimate ('000)","Labour force status and Occupation","Technicians and Trade Workers","Females","Attempted to get a suntan",28.9
"Table 3a","Estimate ('000)","Labour force status and Occupation","Technicians and Trade Workers","Females","Did not attempt to get a suntan",13.6
"Table 3a","Estimate ('000)","Labour force status and Occupation","Technicians and Trade Workers","Females","Total",13
"Table 3a","Estimate ('000)","Labour force status and Occupation","Technicians and Trade Workers","Persons","Attempted to get a suntan",16.1
"Table 3a","Estimate ('000)","Labour force status and Occupation","Technicians and Trade Workers","Persons","Did not attempt to get a suntan",4
"Table 3a","Estimate ('000)","Labour force status and Occupation","Technicians and Trade Workers","Persons","Total",3.9
"Table 3a","Estimate ('000)","Labour force status and Occupation","Community and Personal Service Workers","Males","Attempted to get a suntan",29.2
"Table 3a","Estimate ('000)","Labour force status and Occupation","Community and Personal Service Workers","Males","Did not attempt to get a suntan",11.3
"Table 3a","Estimate ('000)","Labour force status and Occupation","Community and Personal Service Workers","Males","Total",10.1
"Table 3a","Estimate ('000)","Labour force status and Occupation","Community and Personal Service Workers","Females","Attempted to get a suntan",21.3
"Table 3a","Estimate ('000)","Labour force status and Occupation","Community and Personal Service Workers","Females","Did not attempt to get a suntan",5.5
"Table 3a","Estimate ('000)","Labour force status and Occupation","Community and Personal Service Workers","Females","Total",4.8
"Table 3a","Estimate ('000)","Labour force status and Occupation","Community and Personal Service Workers","Persons","Attempted to get a suntan",16
"Table 3a","Estimate ('000)","Labour force status and Occupation","Community and Personal Service Workers","Persons","Did not attempt to get a suntan",4.3
"Table 3a","Estimate ('000)","Labour force status and Occupation","Community and Personal Service Workers","Persons","Total",4.5
"Table 3a","Estimate ('000)","Labour force status and Occupation","Clerical and Administrative Workers","Males","Attempted to get a suntan",32.7
"Table 3a","Estimate ('000)","Labour force status and Occupation","Clerical and Administrative Workers","Males","Did not attempt to get a suntan",8.7
"Table 3a","Estimate ('000)","Labour force status and Occupation","Clerical and Administrative Workers","Males","Total",7.9
"Table 3a","Estimate ('000)","Labour force status and Occupation","Clerical and Administrative Workers","Females","Attempted to get a suntan",18.2
"Table 3a","Estimate ('000)","Labour force status and Occupation","Clerical and Administrative Workers","Females","Did not attempt to get a suntan",5.9
"Table 3a","Estimate ('000)","Labour force status and Occupation","Clerical and Administrative Workers","Females","Total",4.9
"Table 3a","Estimate ('000)","Labour force status and Occupation","Clerical and Administrative Workers","Persons","Attempted to get a suntan",16.5
"Table 3a","Estimate ('000)","Labour force status and Occupation","Clerical and Administrative Workers","Persons","Did not attempt to get a suntan",4.6
"Table 3a","Estimate ('000)","Labour force status and Occupation","Clerical and Administrative Workers","Persons","Total",3.9
"Table 3a","Estimate ('000)","Labour force status and Occupation","Sales Workers","Males","Attempted to get a suntan",40.5
"Table 3a","Estimate ('000)","Labour force status and Occupation","Sales Workers","Males","Did not attempt to get a suntan",9
"Table 3a","Estimate ('000)","Labour force status and Occupation","Sales Workers","Males","Total",8.5
"Table 3a","Estimate ('000)","Labour force status and Occupation","Sales Workers","Females","Attempted to get a suntan",21.5
"Table 3a","Estimate ('000)","Labour force status and Occupation","Sales Workers","Females","Did not attempt to get a suntan",9.8
"Table 3a","Estimate ('000)","Labour force status and Occupation","Sales Workers","Females","Total",6.9
"Table 3a","Estimate ('000)","Labour force status and Occupation","Sales Workers","Persons","Attempted to get a suntan",16.4
"Table 3a","Estimate ('000)","Labour force status and Occupation","Sales Workers","Persons","Did not attempt to get a suntan",6.4
"Table 3a","Estimate ('000)","Labour force status and Occupation","Sales Workers","Persons","Total",5.6
"Table 3a","Estimate ('000)","Labour force status and Occupation","Machinery Operators and Drivers","Males","Attempted to get a suntan",43.3
"Table 3a","Estimate ('000)","Labour force status and Occupation","Machinery Operators and Drivers","Males","Did not attempt to get a suntan",7.3
"Table 3a","Estimate ('000)","Labour force status and Occupation","Machinery Operators and Drivers","Males","Total",7.8
"Table 3a","Estimate ('000)","Labour force status and Occupation","Machinery Operators and Drivers","Females","Did not attempt to get a suntan",24.2
"Table 3a","Estimate ('000)","Labour force status and Occupation","Machinery Operators and Drivers","Females","Total",22.5
"Table 3a","Estimate ('000)","Labour force status and Occupation","Machinery Operators and Drivers","Persons","Attempted to get a suntan",36.2
"Table 3a","Estimate ('000)","Labour force status and Occupation","Machinery Operators and Drivers","Persons","Did not attempt to get a suntan",7
"Table 3a","Estimate ('000)","Labour force status and Occupation","Machinery Operators and Drivers","Persons","Total",7.2
"Table 3a","Estimate ('000)","Labour force status and Occupation","Labourers","Males","Attempted to get a suntan",39.9
"Table 3a","Estimate ('000)","Labour force status and Occupation","Labourers","Males","Did not attempt to get a suntan",8.8
"Table 3a","Estimate ('000)","Labour force status and Occupation","Labourers","Males","Total",8.8
"Table 3a","Estimate ('000)","Labour force status and Occupation","Labourers","Females","Attempted to get a suntan",39.2
"Table 3a","Estimate ('000)","Labour force status and Occupation","Labourers","Females","Did not attempt to get a suntan",11.8
"Table 3a","Estimate ('000)","Labour force status and Occupation","Labourers","Females","Total",11
"Table 3a","Estimate ('000)","Labour force status and Occupation","Labourers","Persons","Attempted to get a suntan",22.5
"Table 3a","Estimate ('000)","Labour force status and Occupation","Labourers","Persons","Did not attempt to get a suntan",7.4
"Table 3a","Estimate ('000)","Labour force status and Occupation","Labourers","Persons","Total",7.5
"Table 3a","Estimate ('000)","Labour force status and Occupation","Not employed","Males","Attempted to get a suntan",20
"Table 3a","Estimate ('000)","Labour force status and Occupation","Not employed","Males","Did not attempt to get a suntan",3.3
"Table 3a","Estimate ('000)","Labour force status and Occupation","Not employed","Males","Total",3.2
"Table 3a","Estimate ('000)","Labour force status and Occupation","Not employed","Females","Attempted to get a suntan",16.1
"Table 3a","Estimate ('000)","Labour force status and Occupation","Not employed","Females","Did not attempt to get a suntan",1.7
"Table 3a","Estimate ('000)","Labour force status and Occupation","Not employed","Females","Total",1.7
"Table 3a","Estimate ('000)","Labour force status and Occupation","Not employed","Persons","Attempted to get a suntan",10.9
"Table 3a","Estimate ('000)","Labour force status and Occupation","Not employed","Persons","Did not attempt to get a suntan",1.8
"Table 3a","Estimate ('000)","Labour force status and Occupation","Not employed","Persons","Total",1.7
"Table 3a","Estimate ('000)","Highest educational attainment","Bachelor degree or above","Males","Attempted to get a suntan",14
"Table 3a","Estimate ('000)","Highest educational attainment","Bachelor degree or above","Males","Did not attempt to get a suntan",3
"Table 3a","Estimate ('000)","Highest educational attainment","Bachelor degree or above","Males","Total",3.2
"Table 3a","Estimate ('000)","Highest educational attainment","Bachelor degree or above","Females","Attempted to get a suntan",9.1
"Table 3a","Estimate ('000)","Highest educational attainment","Bachelor degree or above","Females","Did not attempt to get a suntan",2.7
"Table 3a","Estimate ('000)","Highest educational attainment","Bachelor degree or above","Females","Total",2.4
"Table 3a","Estimate ('000)","Highest educational attainment","Bachelor degree or above","Persons","Attempted to get a suntan",6.8
"Table 3a","Estimate ('000)","Highest educational attainment","Bachelor degree or above","Persons","Did not attempt to get a suntan",2.2
"Table 3a","Estimate ('000)","Highest educational attainment","Bachelor degree or above","Persons","Total",2
"Table 3a","Estimate ('000)","Highest educational attainment","Advanced Diploma / Diploma / Certificate III and IV","Males","Attempted to get a suntan",15.9
"Table 3a","Estimate ('000)","Highest educational attainment","Advanced Diploma / Diploma / Certificate III and IV","Males","Did not attempt to get a suntan",3.4
"Table 3a","Estimate ('000)","Highest educational attainment","Advanced Diploma / Diploma / Certificate III and IV","Males","Total",3.6
"Table 3a","Estimate ('000)","Highest educational attainment","Advanced Diploma / Diploma / Certificate III and IV","Females","Attempted to get a suntan",11.1
"Table 3a","Estimate ('000)","Highest educational attainment","Advanced Diploma / Diploma / Certificate III and IV","Females","Did not attempt to get a suntan",3.3
"Table 3a","Estimate ('000)","Highest educational attainment","Advanced Diploma / Diploma / Certificate III and IV","Females","Total",3.3
"Table 3a","Estimate ('000)","Highest educational attainment","Advanced Diploma / Diploma / Certificate III and IV","Persons","Attempted to get a suntan",10
"Table 3a","Estimate ('000)","Highest educational attainment","Advanced Diploma / Diploma / Certificate III and IV","Persons","Did not attempt to get a suntan",2.4
"Table 3a","Estimate ('000)","Highest educational attainment","Advanced Diploma / Diploma / Certificate III and IV","Persons","Total",2.6
"Table 3a","Estimate ('000)","Highest educational attainment","Year 12","Males","Attempted to get a suntan",18
"Table 3a","Estimate ('000)","Highest educational attainment","Year 12","Males","Did not attempt to get a suntan",5.5
"Table 3a","Estimate ('000)","Highest educational attainment","Year 12","Males","Total",4.9
"Table 3a","Estimate ('000)","Highest educational attainment","Year 12","Females","Attempted to get a suntan",13.4
"Table 3a","Estimate ('000)","Highest educational attainment","Year 12","Females","Did not attempt to get a suntan",4.4
"Table 3a","Estimate ('000)","Highest educational attainment","Year 12","Females","Total",4.1
"Table 3a","Estimate ('000)","Highest educational attainment","Year 12","Persons","Attempted to get a suntan",11.7
"Table 3a","Estimate ('000)","Highest educational attainment","Year 12","Persons","Did not attempt to get a suntan",3.5
"Table 3a","Estimate ('000)","Highest educational attainment","Year 12","Persons","Total",3.1
"Table 3a","Estimate ('000)","Highest educational attainment","Year 11 or below","Males","Attempted to get a suntan",16.3
"Table 3a","Estimate ('000)","Highest educational attainment","Year 11 or below","Males","Did not attempt to get a suntan",4
"Table 3a","Estimate ('000)","Highest educational attainment","Year 11 or below","Males","Total",3.9
"Table 3a","Estimate ('000)","Highest educational attainment","Year 11 or below","Females","Attempted to get a suntan",19.4
"Table 3a","Estimate ('000)","Highest educational attainment","Year 11 or below","Females","Did not attempt to get a suntan",3.5
"Table 3a","Estimate ('000)","Highest educational attainment","Year 11 or below","Females","Total",3.6
"Table 3a","Estimate ('000)","Highest educational attainment","Year 11 or below","Persons","Attempted to get a suntan",13.5
"Table 3a","Estimate ('000)","Highest educational attainment","Year 11 or below","Persons","Did not attempt to get a suntan",2.6
"Table 3a","Estimate ('000)","Highest educational attainment","Year 11 or below","Persons","Total",2.7
"Table 3a","Estimate ('000)","Index of relative socio-economic disadvantage (SEIFA)","Lowest quintile (most disadvantaged)","Males","Attempted to get a suntan",19.7
"Table 3a","Estimate ('000)","Index of relative socio-economic disadvantage (SEIFA)","Lowest quintile (most disadvantaged)","Males","Did not attempt to get a suntan",9.1
"Table 3a","Estimate ('000)","Index of relative socio-economic disadvantage (SEIFA)","Lowest quintile (most disadvantaged)","Males","Total",8.9
"Table 3a","Estimate ('000)","Index of relative socio-economic disadvantage (SEIFA)","Lowest quintile (most disadvantaged)","Females","Attempted to get a suntan",21.8
"Table 3a","Estimate ('000)","Index of relative socio-economic disadvantage (SEIFA)","Lowest quintile (most disadvantaged)","Females","Did not attempt to get a suntan",7.9
"Table 3a","Estimate ('000)","Index of relative socio-economic disadvantage (SEIFA)","Lowest quintile (most disadvantaged)","Females","Total",7.7
"Table 3a","Estimate ('000)","Index of relative socio-economic disadvantage (SEIFA)","Lowest quintile (most disadvantaged)","Persons","Attempted to get a suntan",16
"Table 3a","Estimate ('000)","Index of relative socio-economic disadvantage (SEIFA)","Lowest quintile (most disadvantaged)","Persons","Did not attempt to get a suntan",7.7
"Table 3a","Estimate ('000)","Index of relative socio-economic disadvantage (SEIFA)","Lowest quintile (most disadvantaged)","Persons","Total",7.6
"Table 3a","Estimate ('000)","Index of relative socio-economic disadvantage (SEIFA)","Second quintile","Males","Attempted to get a suntan",26.7
"Table 3a","Estimate ('000)","Index of relative socio-economic disadvantage (SEIFA)","Second quintile","Males","Did not attempt to get a suntan",5.6
"Table 3a","Estimate ('000)","Index of relative socio-economic disadvantage (SEIFA)","Second quintile","Males","Total",5.8
"Table 3a","Estimate ('000)","Index of relative socio-economic disadvantage (SEIFA)","Second quintile","Females","Attempted to get a suntan",17.7
"Table 3a","Estimate ('000)","Index of relative socio-economic disadvantage (SEIFA)","Second quintile","Females","Did not attempt to get a suntan",6.3
"Table 3a","Estimate ('000)","Index of relative socio-economic disadvantage (SEIFA)","Second quintile","Females","Total",6.2
